#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Babesia microti	5868	PRJNA157393	157393	Protists	Apicomplexans	6.36105	36.3	GCA_001650145.1	-	JGUV01	131	-	-	2016/05/23	2016/05/23	Contig	IGS	SAMN02203864
Phytophthora parasitica CJ01A1	1317063	PRJNA181330	181330	Protists	Other Protists	54.2899	49.6	GCA_000365545.1	-	ANIX01	5546	23157	28065	2013/04/16	2014/08/04	Contig	Broad Institute	SAMN01816556
Bursaphelenchus xylophilus	6326	PRJEA64437	64437	Animals	Roundworms	73.0857	40.4	GCA_000231135.1	-	CADV01	10432	-	-	2011/09/28	2011/09/28	Contig	Wellcome Trust Sanger insititute	SAMEA2272519
Nannochloropsis oceanica CCMP531	1027358	PRJNA65113	65113	Protists	Other Protists	29.5689	46.9	GCA_004335385.1	-	AFGP01	2023	-	-	2019/03/08	2019/03/08	Scaffold	Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences	SAMN06007266
Plasmodium vinckei vinckei	54757	PRJEB1062	205707	Protists	Apicomplexans	19.2545	23.9802	GCA_900617805.1	chromosome 1:LR129714.1; chromosome 2:LR129715.1; chromosome 3:LR129716.1; chromosome 4:LR129717.1; chromosome 5:LR129718.1; chromosome 6:LR129719.1; chromosome 7:LR129720.1; chromosome 8:LR129721.1; chromosome 9:LR129722.1; chromosome 10:LR129723.1; chromosome 11:LR129724.1; chromosome 12:LR129725.1; chromosome 13:LR129726.1; chromosome 14:LR129727.1	UYHU01	609	-	-	2018/11/22	2018/11/22	Chromosome	Wellcome Sanger Institute	SAMEA1712523
Blastocystis sp. subtype 9	1544353	PRJNA275581	275581	Protists	Other Protists	11.7149	43	GCA_000963465.1	-	JZRO01	871	-	-	2015/03/25	2015/03/25	Scaffold	Statens Serum Institut	SAMN03350151
Caenorhabditis sp. 21 LS-2015	1737332	PRJEB12595	310585	Animals	Roundworms	93.7339	39.3	GCA_900536235.3	-	UNPB02	5716	-	-	2018/08/29	2019/04/09	Scaffold	Nematode and Neglected Genomics, IEB, University of Edinburgh	SAMEA4838556
Phytophthora capsici	4784	PRJNA505815	505815	Protists	Other Protists	58.8855	49.9	GCA_004138045.1	-	RQEN01	7579	-	-	2019/02/05	2019/02/05	Scaffold	University of Florida	SAMN10441515
Phytophthora kernoviae	325452	PRJNA257648	257648	Protists	Other Protists	36.712	50.3	GCA_000785725.3	-	JPWU03	2070	9884	9884	2014/11/20	2021/02/09	Scaffold	University of Exeter	SAMN02953542
Niphatidae sp.	2922390	PRJNA810309	810309	Protists	Other Protists	19.3437	36.5	GCA_029304035.1	-	DAGXFY01	1939	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26302998
Aphanomyces astaci	112090	PRJNA484796	484796	Protists	Other Protists	53.5255	49.8	GCA_003546545.1	-	QUTB01	12518	14340	14340	2018/09/11	2018/09/11	Contig	University of Exeter	SAMN09769272
Naegleria fowleri	5763	PRJNA214944	214944	Protists	Other Protists	27.7913	37	GCA_000499105.1	-	AWXF01	574	-	-	2013/11/25	2014/06/24	Scaffold	Spiez Laboratory	SAMN02351365
Albugo candida	65357	PRJNA291032	291032	Protists	Other Protists	32.2149	43.1	GCA_001306775.1	-	LGTN01	7259	-	-	2015/10/05	2015/10/05	Contig	The Sainsbury Laboratory	SAMN03938710
Phytophthora fragariae	53985	PRJNA375089	375089	Protists	Other Protists	76.9697	53.2	GCA_002025845.1	-	MWJK01	8544	-	-	2017/03/14	2017/07/28	Scaffold	Oregon State University	SAMN06342478
Pythium insidiosum	114742	PRJNA378184	378184	Protists	Other Protists	40.8734	55.1	GCA_004138015.1	-	NAEV01	12479	-	-	2019/02/05	2019/02/05	Scaffold	Michigan State University	SAMN06481191
Cyclospora cayetanensis	88456	PRJNA437975	437975	Protists	Apicomplexans	44.3949	51.9	GCA_003945065.1	-	RDRN01	812	-	-	2018/12/13	2018/12/13	Scaffold	Center for Disease Control and Prevention	SAMN10261097
Plasmodiophora brassicae	37360	PRJNA515478	515478	Protists	Other Protists	24.0529	58.5	GCA_009726855.1	-	SGEU01	165	-	-	2019/12/02	2019/12/02	Scaffold	University of Guelph	SAMN10755734
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	52.6553	33.3	GCA_029297195.1	-	DAGWUM01	1055	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26329167
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	60.4766	50.9	GCA_016864835.1	-	RCMM01	5485	28614	29367	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN07267862
Peronospora effusa	542832	PRJNA395358	395358	Protists	Other Protists	23.9926	46.8	GCA_002245725.1	-	NPIU01	4387	-	-	2017/08/10	2017/08/10	Scaffold	University of Arkansas	SAMN07375958
Aphanomyces euteiches	100861	PRJNA767769	767769	Protists	Other Protists	52.0498	47.7	GCA_021527805.1	-	JAJNMK01	15477	19829	19829	2022/01/19	2022/01/19	Contig	Laboratoire de Recherche en Sciences Vegetales	SAMN21928938
Trypanosomatidae sp. JR-2017a	2029559	PRJNA398352	398352	Protists	Kinetoplasts	54.718	57.2	GCA_003671345.1	-	NSCU01	5154	-	-	2018/10/22	2018/10/22	Scaffold	National Institute of Allergy and Infectious Diseases	SAMN07508846
Panagrolaimus sp. JU765	591449	PRJEB32708	556175	Animals	Roundworms	64.2623	35.4	GCA_901765185.1	-	CABFKL01	13268	-	-	2019/07/30	2019/07/30	Scaffold	UNIVERSITY COLLEGE LONDON	SAMEA5634084
Cryptosporidium bovis	310047	PRJNA545579	545579	Protists	Apicomplexans	9.05804	30.7	GCA_020826745.1	-	JAIZEP01	324	-	-	2021/11/10	2021/11/10	Scaffold	South China Agricultural University	SAMN22047727
Paramecium bursaria	74790	PRJNA556774	556774	Protists	Other Protists	26.8218	28.8	GCA_016808045.1	-	JAEUZG01	515	-	-	2021/02/02	2021/02/02	Contig	Academia Sinica	SAMN12325351
Ochromonas sp.	1955567	PRJNA781406	781406	Protists	Other Protists	22.4322	38.2	GCA_023346895.1	-	JAJQPQ01	11887	-	-	2022/05/12	2022/05/12	Contig	EPFL	SAMN22036276
Polyplastron multivesiculatum	47894	PRJNA777442	777442	Protists	Other Protists	90.481	20.4	GCA_023807285.1	-	JAJMZW01	49624	-	-	2022/06/20	2022/06/20	Contig	Northwest Agriculture and Forestry University	SAMN22862973
Ophryoscolex caudatus	358021	PRJNA777442	777442	Protists	Other Protists	6.14554	27	GCA_023805735.1	-	JAJJKS01	3260	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22862998
Isotricha sp. YL-2021a	2893167	PRJNA777442	777442	Protists	Other Protists	49.7037	18.4	GCA_023807085.1	-	JAJMZL01	10514	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22863017
Ophryoscolex caudatus	358021	PRJNA777442	777442	Protists	Other Protists	129.219	20.1	GCA_023783195.1	-	JAJMZQ01	73901	-	-	2022/06/17	2022/06/17	Contig	Northwest Agriculture and Forestry University	SAMN22862999
Polyplastron multivesiculatum	47894	PRJNA777442	777442	Protists	Other Protists	58.0117	21.1	GCA_023806955.1	-	JAJJLL01	32938	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22862971
Ochromonas sp.	1955567	PRJNA781406	781406	Protists	Other Protists	25.8248	38	GCA_023346965.1	-	JAJQPN01	13884	-	-	2022/05/12	2022/05/12	Contig	EPFL	SAMN22036273
Paramecium bursaria	74790	PRJNA695091	695091	Protists	Other Protists	26.821	28.8	GCA_016802775.1	-	JAEUZC01	515	-	-	2021/02/02	2021/02/02	Contig	Academia Sinica	SAMN12325352
Panagrolaimus sp. LJ2406	2950587	PRJNA845886	845886	Animals	Roundworms	230.526	34.3	GCA_024447205.1	-	JAMRXZ01	1162	-	-	2022/07/26	2022/07/26	Contig	Seoul National University	SAMN28864279
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	60.7951	50.9	GCA_016864755.1	-	RCMH01	5467	28947	29763	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN07267857
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	51.8155	33.3	GCA_029297005.1	-	DAGWUS01	979	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26329173
Plasmodiophora brassicae	37360	PRJNA515478	515478	Protists	Other Protists	24.0521	58.5	GCA_009726465.1	-	SGDZ01	165	-	-	2019/12/02	2019/12/02	Scaffold	University of Guelph	SAMN10755755
Cyclospora cayetanensis	88456	PRJNA316938	316938	Protists	Apicomplexans	48.5998	51.4	GCA_002893405.1	-	PDMP01	7899	-	-	2018/01/19	2018/03/21	Scaffold	OARSA, CFSAN	SAMN07337744
Pythium insidiosum	114742	PRJDB4251	359234	Protists	Other Protists	35.5613	57	GCA_001950835.1	-	BCFO01	11223	-	-	2016/12/27	2017/09/02	Scaffold	System Biology and Bioinformatics, System Biology and Bioinformatics, King Mongkut's University of Technology Thonburi	SAMD00042004
Phytophthora fragariae	53985	PRJNA396163	396163	Protists	Other Protists	78.8042	53.4	GCA_009733125.1	-	QXFY01	13321	33579	34376	2019/12/05	2020/08/05	Scaffold	NIAB EMR	SAMN07449686
Albugo candida	65357	PRJEB44	173692	Protists	Other Protists	33.1845	43.2	GCA_000326045.1	-	CAIV01	11929	-	-	2012/08/23	2015/01/30	Contig	The Sainsbury Laboratory	SAMEA2272172
Naegleria fowleri	5763	PRJDB12516	774558	Protists	Other Protists	27.6602	36.7791	GCA_020891285.1	mitochondrion MT:AP025248.1	BQFV01	2494	-	-	2021/11/08	2021/11/09	Scaffold	Faculty of Education, Iwate University	SAMD00414015
Aphanomyces astaci	112090	PRJNA484796	484796	Protists	Other Protists	53.2415	49.8	GCA_003546625.1	-	QUTC01	12809	14330	14330	2018/09/11	2018/09/11	Contig	University of Exeter	SAMN09768943
Hexactinellida sp. DTS-2022	2996061	PRJNA906052	906052	Protists	Other Protists	195.749	36	GCA_028753935.1	-	JAPNXQ01	32	-	-	2023/02/21	2023/02/21	Scaffold	Monterey Bay Aquarium Research Institute	SAMN31792537
Phytophthora kernoviae	325452	PRJNA190826	190826	Protists	Other Protists	39.4812	50.2	GCA_000448265.2	-	AUUF02	5026	-	-	2013/08/19	2017/03/30	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178789
Phytophthora capsici	4784	PRJNA505815	505815	Protists	Other Protists	58.2919	49.9	GCA_004137955.1	-	RQEK01	8363	-	-	2019/02/05	2019/02/05	Scaffold	University of Florida	SAMN10441518
Caenorhabditis sp. 39 LS-2015	1737336	PRJEB12602	310589	Animals	Roundworms	91.4165	41.9	GCA_900536345.3	-	UNPJ02	21203	-	-	2018/08/29	2019/04/09	Scaffold	Nematode and Neglected Genomics, IEB, University of Edinburgh	SAMEA4843591
Blastocystis sp. subtype 2	944160	PRJNA855474	855474	Protists	Other Protists	13.1729	54	GCA_027406325.1	-	JANPWJ01	1245	-	-	2022/12/27	2022/12/27	Scaffold	Dalhousie University	SAMN29493204
Plasmodium vinckei brucechwatti	119398	PRJEB1062	205707	Protists	Apicomplexans	19.8653	23.6864	GCA_900617815.1	chromosome 1:LR129728.1; chromosome 2:LR129729.1; chromosome 3:LR129730.1; chromosome 4:LR129731.1; chromosome 5:LR129732.1; chromosome 6:LR129733.1; chromosome 7:LR129734.1; chromosome 8:LR129735.1; chromosome 9:LR129736.1; chromosome 10:LR129737.1; chromosome 11:LR129738.1; chromosome 12:LR129739.1; chromosome 13:LR129740.1; chromosome 14:LR129741.1	UYHV01	1015	-	-	2018/11/22	2018/11/22	Chromosome	Wellcome Sanger Institute	SAMEA1712520
Phytophthora parasitica P1569	1317065	PRJNA181332	181332	Protists	Other Protists	55.2296	49.6	GCA_000365505.1	-	ANIZ01	5010	23267	28117	2013/04/16	2014/08/04	Contig	Broad Institute	SAMN01816558
Phytophthora cinnamomi	4785	PRJNA413098	413098	Protists	Other Protists	68.0648	53.2	GCA_002734125.1	-	PDCZ01	10084	-	-	2017/10/26	2019/03/07	Scaffold	Deakin University	SAMN07736482
Leishmania donovani	5661	PRJNA231221	231221	Protists	Kinetoplasts	33.4537	59.7	GCA_003730215.1	-	RHLC01	56	7872	7766	2018/11/15	2019/07/23	Contig	US Food and Drug Administration 	SAMN07312505
Cryptosporidium hominis	237895	PRJNA222836	222836	Protists	Apicomplexans	9.10774	30.1	GCA_001593465.1	-	JIBM01	119	3797	3745	2016/03/17	2017/04/04	Contig	IGS	SAMN02382005
Pristionchus pacificus	54126	PRJEB48368	776492	Animals	Roundworms	170.746	43.3	GCA_918442805.1	-	CAKKKZ01	39838	-	-	2021/11/01	2021/11/01	Scaffold	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	SAMEA4599115
Phytophthora ramorum	164328	PRJNA183432	183432	Protists	Other Protists	47.7097	52.9	GCA_000336535.2	-	AOBL02	4552	-	-	2013/02/04	2015/12/23	Scaffold	University of Exeter	SAMN01840346
Plasmodium yoelii	5861	PRJEB5705	256941	Protists	Apicomplexans	22.0317	22.3826	GCA_900002395.1	chromosome 1:LK934629.1; chromosome 2:LK934630.1; chromosome 3:LK934631.1; chromosome 4:LK934632.1; chromosome 5:LK934633.1; chromosome 6:LK934634.1; chromosome 7:LK934635.1; chromosome 8:LK934636.1; chromosome 9:LK934637.1; chromosome 10:LK934638.1; chromosome 11:LK934639.1; chromosome 12:LK934640.1; chromosome 13:LK934641.1; chromosome 14:LK934642.1; mitochondrion MIT:LK934644.1; apicoplast API:LK934643.1	-	197	5831	5654	2014/08/27	2015/11/19	Chromosome	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA655836
Plasmodium knowlesi strain H	5851	PRJEB9617	352355	Protists	Apicomplexans	23.958	38.6	GCA_900005025.2	-	CWHR02	37	5373	5138	2016/07/01	2016/07/01	Contig	KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY	SAMEA3468082
Plasmodium falciparum	5833	PRJEB8808	287239	Protists	Apicomplexans	22.7498	19.1653	GCA_900632095.1	chromosome 1:LR131466.1; chromosome 2:LR131467.1; chromosome 3:LR131468.1; chromosome 4:LR131469.1; chromosome 5:LR131470.1; chromosome 6:LR131471.1; chromosome 7:LR131472.1; chromosome 8:LR131473.1; chromosome 9:LR131474.1; chromosome 10:LR131475.1; chromosome 11:LR131476.1; chromosome 12:LR131477.1; chromosome 13:LR131478.1; mitochondrion 14:LR131479.1; apicoplast 15:LR131480.1	UZWP01	19	-	-	2018/12/10	2018/12/10	Chromosome	Wellcome Sanger Institute	SAMEA3448425
Plasmodium vivax	5855	PRJNA603279	603279	Protists	Apicomplexans	29.8401	39.4055	GCA_014843685.1	chromosome 1:CM026330.1; chromosome 2:CM026331.1; chromosome 3:CM026332.1; chromosome 4:CM026333.1; chromosome 5:CM026334.1; chromosome 6:CM026335.1; chromosome 7:CM026336.1; chromosome 8:CM026337.1; chromosome 9:CM026338.1; chromosome 10:CM026339.1; chromosome 11:CM026340.1; chromosome 12:CM026341.1; chromosome 13:CM026342.1; chromosome 14:CM026343.1	JACYCH01	552	-	-	2020/10/05	2020/10/07	Chromosome	University South Florida	SAMN13927274
Caenorhabditis elegans	6239	PRJNA627737	627737	Animals	Roundworms	102.462	0.208755	GCA_029748435.1	chromosome I:CM056513.1; chromosome II:CM056514.1; chromosome III:CM056515.1; chromosome IV:CM056516.1; chromosome V:CM056517.1; chromosome X:CM056518.1	JACBPA01	46	-	-	2023/04/14	2023/04/14	Chromosome	University of Alabama	SAMN14682971
Toxoplasma gondii	5811	PRJNA638608	638608	Protists	Apicomplexans	64.1276	52.4	GCA_014898695.1	-	JACGXV01	50	-	-	2020/10/20	2020/10/20	Scaffold	University of Pittsburgh	SAMN15203633
Entamoeba histolytica HM-1:IMSS-A	885318	PRJNA51237	51237	Protists	Other Protists	12.2923	25.2	GCA_000365475.1	-	APBR01	1685	6327	6327	2013/04/16	2022/05/27	Scaffold	J. Craig Venter Institute	SAMN02953836
Cryptosporidium parvum	5807	PRJNA253843	253843	Protists	Apicomplexans	9.00154	30.3	GCA_001305415.1	-	LKHM01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088925
Giardia intestinalis	5741	PRJNA561185	561185	Protists	Other Protists	11.6961	49.5	GCA_011634545.1	-	VSRT01	37	-	-	2020/03/23	2020/03/23	Contig	University of Calgary	SAMN12611509
Trypanosoma cruzi	5693	PRJNA498808	498808	Protists	Kinetoplasts	40.8013	51.2	GCA_013358655.1	-	JABDHM01	923	14349	13307	2020/06/18	2020/06/18	Scaffold	Institut Pasteur Montevideo	SAMN10335319
Trypanosoma cruzi	5693	PRJNA880352	880352	Protists	Kinetoplasts	27.3403	48.8	GCA_028455865.1	-	JAPKFI01	10811	-	-	2023/02/03	2023/02/03	Scaffold	Baylor College of Medicine	SAMN30839233
Giardia intestinalis	5741	PRJNA879307	879307	Protists	Other Protists	11.412	49.1	GCA_029168715.1	-	JAQPRX01	28	-	-	2023/03/13	2023/03/13	Scaffold	Robert Koch-Institut	SAMN30804752
Entamoeba histolytica KU27	885311	PRJNA51233	51233	Protists	Other Protists	15.2721	25.2	GCA_000338855.1	-	AOSC01	1796	7469	7455	2013/02/08	2022/05/27	Scaffold	J. Craig Venter Institute	SAMN02953834
Cryptosporidium parvum	5807	PRJNA320419	320419	Protists	Apicomplexans	9.08209	30.2	GCA_002093605.1	-	LXLC01	309	-	-	2017/04/14	2017/04/14	Scaffold	Centers for Disease Control and Prevention	SAMN04938568
Toxoplasma gondii	5811	PRJNA638608	638608	Protists	Apicomplexans	63.621	52.4	GCA_016807875.1	-	JACGUB01	30	-	-	2021/02/04	2021/02/04	Contig	University of Pittsburgh	SAMN15203631
Plasmodium falciparum	5833	PRJEB8808	287239	Protists	Apicomplexans	23.1246	19.2884	GCA_900632015.1	chromosome 1:LR131306.1; chromosome 2:LR131307.1; chromosome 3:LR131308.1; chromosome 4:LR131309.1; chromosome 5:LR131310.1; chromosome 6:LR131311.1; chromosome 7:LR131312.1; chromosome 8:LR131313.1; chromosome 9:LR131314.1; chromosome 10:LR131315.1; chromosome 11:LR131316.1; chromosome 12:LR131317.1; chromosome 13:LR131318.1; chromosome 14:LR131319.1; mitochondrion 15:LR131320.1; apicoplast 16:LR131321.1	UZWF01	21	-	-	2018/12/10	2018/12/10	Chromosome	Wellcome Sanger Institute	SAMEA3309819
Plasmodium vivax	5855	PRJNA603279	603279	Protists	Apicomplexans	29.8026	39.4391	GCA_014843945.1	chromosome 1:CM026372.1; chromosome 2:CM026373.1; chromosome 3:CM026374.1; chromosome 4:CM026375.1; chromosome 5:CM026376.1; chromosome 6:CM026377.1; chromosome 7:CM026378.1; chromosome 8:CM026379.1; chromosome 9:CM026380.1; chromosome 10:CM026381.1; chromosome 11:CM026382.1; chromosome 12:CM026383.1; chromosome 13:CM026384.1; chromosome 14:CM026385.1	JACYCJ01	552	-	-	2020/10/05	2020/10/07	Chromosome	University South Florida	SAMN13927281
Caenorhabditis elegans	6239	PRJNA692613	692613	Animals	Roundworms	103.783	35.4	GCA_016989235.1	-	JAFETV01	73	-	-	2021/02/26	2021/02/26	Contig	Northwestern University	SAMN17358472
Plasmodium yoelii killicki	283801	PRJEB1062	205707	Protists	Apicomplexans	23.5282	21.6813	GCA_900617835.1	chromosome 1:LR129756.1; chromosome 2:LR129757.1; chromosome 3:LR129758.1; chromosome 4:LR129759.1; chromosome 5:LR129760.1; chromosome 6:LR129761.1; chromosome 7:LR129762.1; chromosome 8:LR129763.1; chromosome 9:LR129764.1; chromosome 10:LR129765.1; chromosome 11:LR129766.1; chromosome 12:LR129767.1; chromosome 13:LR129768.1; chromosome 14:LR129769.1	UYHX01	2432	-	-	2018/11/22	2018/11/22	Chromosome	Wellcome Sanger Institute	SAMEA1712527
Phytophthora ramorum	164328	PRJNA291998	291998	Protists	Other Protists	41.8216	53.9	GCA_001278215.1	-	LHTV01	4406	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959812
Cryptosporidium hominis	237895	PRJNA222837	222837	Protists	Apicomplexans	9.15609	30.1	GCA_001593475.1	-	JIBN01	156	3769	3718	2016/03/17	2018/02/13	Contig	IGS	SAMN02382004
Leishmania donovani	5661	PRJNA231221	231221	Protists	Kinetoplasts	34.0114	59.8	GCA_003730175.1	-	RHLD01	71	8036	7928	2018/11/15	2019/07/23	Contig	US Food and Drug Administration 	SAMN07312504
Phytophthora parasitica P10297	1317064	PRJNA181331	181331	Protists	Other Protists	54.5743	49.6	GCA_000367145.1	-	ANIY01	5827	23224	27956	2013/04/16	2014/08/04	Contig	Broad Institute	SAMN01816557
Plasmodium vinckei petteri	138298	PRJNA163125	163125	Protists	Apicomplexans	18.9315	23.5	GCA_000524515.1	-	AMYN01	66	5213	5160	2014/01/27	2022/05/27	Scaffold	Broad Institute	SAMN00974096
Blastocystis sp. ATCC 50177/Nand II	478820	PRJNA308101	308101	Protists	Other Protists	16.4683	53	GCA_001651215.1	-	LXWW01	580	6611	6544	2016/05/24	2016/05/24	Scaffold	Dalhousie University	SAMN04386717
Phytophthora capsici	4784	PRJNA505815	505815	Protists	Other Protists	56.9046	49.9	GCA_004137885.1	-	RQEI01	9277	-	-	2019/02/05	2019/02/05	Scaffold	University of Florida	SAMN10441520
Phytophthora kernoviae	325452	PRJNA328216	328216	Protists	Other Protists	37.0022	50.9	GCA_001712645.2	-	MBAD02	2830	10129	10129	2016/08/24	2020/12/28	Scaffold	University of Exeter	SAMN05366400
Cladorhizidae sp. MBARI D1340-BT2	2732015	PRJNA902688	902688	Protists	Other Protists	940.468	41.4	GCA_028752895.1	-	JAQNBI01	402	-	-	2023/02/21	2023/02/21	Scaffold	Monterey Bay Aquarium Research Institute	SAMN26867546
Aphanomyces astaci	112090	PRJNA484796	484796	Protists	Other Protists	53.621	49.8	GCA_003546605.1	-	QUTA01	13420	14311	14311	2018/09/11	2018/09/11	Contig	University of Exeter	SAMN09769275
Albugo candida 2VRR	911350	PRJNA56025	56025	Protists	Other Protists	34.562	41	GCA_020283525.1	-	JAHTBM01	251	-	-	2021/10/05	2021/10/05	Scaffold	Agriculture and AgriFood Canada	SAMN00115895
Phytophthora fragariae	53985	PRJNA396163	396163	Protists	Other Protists	79.0642	53.4	GCA_009733005.1	-	QXFX01	13265	33414	34192	2019/12/05	2020/08/05	Scaffold	NIAB EMR	SAMN07449688
Pythium insidiosum	114742	PRJDB4251	359234	Protists	Other Protists	34.5412	55.9	GCA_001950935.1	-	BCFT01	11084	-	-	2016/12/27	2021/05/08	Scaffold	System Biology and Bioinformatics, System Biology and Bioinformatics, King Mongkut's University of Technology Thonburi	SAMD00042009
Cyclospora cayetanensis	88456	PRJNA292682	292682	Protists	Apicomplexans	44.5639	51.8974	GCA_001305735.1	mitochondrion MT:CM003498.1	LIGJ01	865	-	-	2015/10/02	2015/11/24	Contig	Centers for Disease Control and Prevention	SAMN03983352
Plasmodiophora brassicae	37360	PRJNA515478	515478	Protists	Other Protists	24.0524	58.5	GCA_009726665.1	-	SGEK01	165	-	-	2019/12/02	2019/12/02	Scaffold	University of Guelph	SAMN10755744
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	53.3103	33.3	GCA_029292775.1	-	DAGXBY01	936	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26302871
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	61.1286	50.8	GCA_016864855.1	-	RCMP01	5278	25764	26609	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN07267865
Ochromonas sp.	1955567	PRJNA781406	781406	Protists	Other Protists	19.0801	37.5	GCA_023346535.1	-	JAJQPX01	10914	-	-	2022/05/12	2022/05/12	Contig	EPFL	SAMN22036283
Ophryoscolex caudatus	358021	PRJNA777442	777442	Protists	Other Protists	26.1575	23.5	GCA_023805605.1	-	JAJJKL01	16847	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22863010
Ophryoscolex caudatus	358021	PRJNA777442	777442	Protists	Other Protists	3.53118	24.6	GCA_023806975.1	-	JAJJLP01	2636	-	-	2022/06/19	2022/06/19	Contig	Northwest Agriculture and Forestry University	SAMN22862965
Ochromonas sp.	1955567	PRJNA781406	781406	Protists	Other Protists	11.8036	40.8	GCA_023346425.1	-	JAJQQB01	7334	-	-	2022/05/12	2022/05/12	Contig	EPFL	SAMN22036287
Phytophthora cactorum	29920	PRJNA391273	391273	Protists	Other Protists	60.6571	50.8	GCA_016864715.1	-	RCMK01	5326	28666	29506	2021/02/11	2021/02/11	Scaffold	NIAB-East Malling Research	SAMN07267860
Eukaryota sp.	1928008	PRJNA810309	810309	Protists	Other Protists	52.9785	33.3	GCA_029297245.1	-	DAGWUI01	1005	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26329163
Plasmodiophora brassicae	37360	PRJNA515478	515478	Protists	Other Protists	24.053	58.5	GCA_009726765.1	-	SGEP01	165	-	-	2019/12/02	2019/12/02	Scaffold	University of Guelph	SAMN10755739
Cyclospora cayetanensis	88456	PRJNA481327	481327	Protists	Apicomplexans	44.0796	51.9	GCA_003351285.1	-	PUES01	742	-	-	2018/07/31	2018/07/31	Contig	NCBI	SAMN04870148
Pythium insidiosum	114742	PRJDB4251	359234	Protists	Other Protists	37.8173	55.9	GCA_001950875.1	-	BCFQ01	13060	-	-	2016/12/27	2019/08/02	Scaffold	System Biology and Bioinformatics, System Biology and Bioinformatics, King Mongkut's University of Technology Thonburi	SAMD00042006
Phytophthora fragariae	53985	PRJNA396163	396163	Protists	Other Protists	78.2558	53.3	GCA_009733045.1	-	QXGC01	13191	33139	33919	2019/12/05	2020/08/05	Scaffold	NIAB EMR	SAMN07449682
Aphanomyces astaci	112090	PRJNA484796	484796	Protists	Other Protists	71.4885	49.6	GCA_003546805.1	-	QUTE01	24524	16762	16762	2018/09/11	2018/09/11	Contig	University of Exeter	SAMN09769445
Phytophthora kernoviae 00629/1	1284356	PRJNA184369	184369	Protists	Other Protists	42.9896	49.7	GCA_000333095.2	-	AOFJ02	2305	-	-	2013/01/24	2015/12/23	Scaffold	University of Exeter	SAMN02981497
Phytophthora capsici	4784	PRJNA505815	505815	Protists	Other Protists	53.4302	49.9	GCA_004137865.1	-	RQEJ01	9341	-	-	2019/02/05	2019/02/05	Scaffold	University of Florida	SAMN10441519
Blastocystis sp. subtype 4	944170	PRJNA275577	275577	Protists	Other Protists	11.5409	39.9	GCA_000963395.1	-	JZRL01	849	-	-	2015/03/25	2015/03/25	Scaffold	Statens Serum Institut	SAMN03350148
Plasmodium vinckei vinckei	54757	PRJNA163123	163123	Protists	Apicomplexans	18.2216	23.4	GCA_000709005.1	-	AMYS01	49	5009	4954	2014/06/16	2022/05/27	Scaffold	Broad Institute	SAMN00974095
Leishmania donovani Ld 2001	1215323	PRJNA171297	171297	Protists	Kinetoplasts	27.4665	55.7	GCA_000283395.1	-	ALJU01	14518	-	-	2012/08/06	2014/08/06	Contig	Central Drug Research Institute Lucknow India	SAMN02953820
Cryptosporidium hominis	237895	PRJNA253834	253834	Protists	Apicomplexans	9.13631	30.3	GCA_001307845.1	-	LJRW01	34	-	-	2015/10/07	2015/10/07	Scaffold	Public Health Wales (Microbiology)	SAMN04038495
