#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3584	38.3696	GCA_001737995.1	chromosome I:CM005151.1; chromosome II:CM005152.1; chromosome III:CM005153.1; chromosome IV:CM005154.1; chromosome V:CM005155.1; chromosome VI:CM005156.1; chromosome VII:CM005157.1; chromosome VIII:CM005158.1; chromosome IX:CM005159.1; chromosome X:CM005160.1; chromosome XI:CM005161.1; chromosome XII:CM005162.1; chromosome XIII:CM005163.1; chromosome XIV:CM005164.1; chromosome XV:CM005165.1; chromosome XVI:CM005166.1	MBVF01	325	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190488
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	53.1093	47.3	GCA_011036835.1	-	WEVN01	10092	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711127
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	54.5545	47.3	GCA_011033505.1	-	WESH01	14465	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710968
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3951	38.3148	GCA_001737885.1	chromosome I:CM005103.1; chromosome II:CM005104.1; chromosome III:CM005105.1; chromosome IV:CM005106.1; chromosome V:CM005107.1; chromosome VI:CM005108.1; chromosome VII:CM005109.1; chromosome VIII:CM005110.1; chromosome IX:CM005111.1; chromosome X:CM005112.1; chromosome XI:CM005113.1; chromosome XII:CM005114.1; chromosome XIII:CM005115.1; chromosome XIV:CM005116.1; chromosome XV:CM005117.1; chromosome XVI:CM005118.1	MBVC01	500	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190491
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1229	38.3165	GCA_001740775.1	chromosome I:CM006623.1; chromosome II:CM006624.1; chromosome III:CM006625.1; chromosome IV:CM006626.1; chromosome V:CM006627.1; chromosome VI:CM006628.1; chromosome VII:CM006629.1; chromosome VIII:CM006630.1; chromosome IX:CM006631.1; chromosome X:CM006632.1; chromosome XI:CM006633.1; chromosome XII:CM006634.1; chromosome XIII:CM006635.1; chromosome XIV:CM006636.1; chromosome XV:CM006637.1; chromosome XVI:CM006638.1	MBYT01	309	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190396
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	59.2935	48.5	GCA_011034945.1	-	WEVM01	12352	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711125
Fusarium oxysporum	5507	PRJNA730356	730356	Fungi	Ascomycetes	45.7317	48.2	GCA_019055395.1	-	JAHKNW01	8471	-	-	2021/06/29	2021/06/29	Contig	University of Warmia and Mazury in Olsztyn	SAMN19113900
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1174	38.3287	GCA_001741025.1	chromosome I:CM006767.1; chromosome II:CM006768.1; chromosome III:CM006769.1; chromosome IV:CM006770.1; chromosome V:CM006771.1; chromosome VI:CM006772.1; chromosome VII:CM006773.1; chromosome VIII:CM006774.1; chromosome IX:CM006775.1; chromosome X:CM006776.1; chromosome XI:CM006777.1; chromosome XII:CM006778.1; chromosome XIII:CM006779.1; chromosome XIV:CM006780.1; chromosome XV:CM006781.1; chromosome XVI:CM006782.1	MBZC01	257	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190387
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6372	38.1388	GCA_003270435.1	chromosome I:CM016104.1; chromosome II:CM016105.1; chromosome III:CM016106.1; chromosome IV:CM016107.1; chromosome V:CM016108.1; chromosome VI:CM016109.1; chromosome VII:CM016110.1; chromosome VIII:CM016111.1; chromosome IX:CM016112.1; chromosome X:CM016113.1; chromosome XI:CM016114.1; chromosome XII:CM016115.1; chromosome XIII:CM016116.1; chromosome XIV:CM016117.1; chromosome XV:CM016118.1; chromosome XVI:CM016119.1	NPPJ01	71	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437058
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	52.751	47.1	GCA_011033995.1	-	WETF01	12359	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711041
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	61.0912	47.7	GCA_011033575.1	-	WESJ01	24914	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710976
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1412	38.4161	GCA_001741555.1	chromosome I:CM007055.1; chromosome II:CM007056.1; chromosome III:CM007057.1; chromosome IV:CM007058.1; chromosome V:CM007059.1; chromosome VI:CM007060.1; chromosome VII:CM007061.1; chromosome VIII:CM007062.1; chromosome IX:CM007063.1; chromosome X:CM007064.1; chromosome XI:CM007065.1; chromosome XII:CM007066.1; chromosome XIII:CM007067.1; chromosome XIV:CM007068.1; chromosome XV:CM007069.1; chromosome XVI:CM007070.1	MBZU01	263	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190369
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1271	38.3382	GCA_001740535.1	chromosome I:CM006495.1; chromosome II:CM006496.1; chromosome III:CM006497.1; chromosome IV:CM006498.1; chromosome V:CM006499.1; chromosome VI:CM006500.1; chromosome VII:CM006501.1; chromosome VIII:CM006502.1; chromosome IX:CM006503.1; chromosome X:CM006504.1; chromosome XI:CM006505.1; chromosome XII:CM006506.1; chromosome XIII:CM006507.1; chromosome XIV:CM006508.1; chromosome XV:CM006509.1; chromosome XVI:CM006510.1	MBYL01	283	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190404
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	53.0922	47.4	GCA_011035135.1	-	WEVP01	14538	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710847
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	52.3355	47.6	GCA_011034655.1	-	WEUQ01	15289	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711090
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3189	38.3305	GCA_001738515.1	chromosome I:CM005407.1; chromosome II:CM005408.1; chromosome III:CM005409.1; chromosome IV:CM005410.1; chromosome V:CM005411.1; chromosome VI:CM005412.1; chromosome VII:CM005413.1; chromosome VIII:CM005414.1; chromosome IX:CM005415.1; chromosome X:CM005416.1; chromosome XI:CM005417.1; chromosome XII:CM005418.1; chromosome XIII:CM005419.1; chromosome XIV:CM005420.1; chromosome XV:CM005421.1; chromosome XVI:CM005422.1	MBVX01	384	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190470
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7043	38.1266	GCA_003274845.1	chromosome I:CM013218.1; chromosome II:CM013219.1; chromosome III:CM013220.1; chromosome IV:CM013221.1; chromosome V:CM013222.1; chromosome VI:CM013223.1; chromosome VII:CM013224.1; chromosome VIII:CM013225.1; chromosome IX:CM013226.1; chromosome X:CM013227.1; chromosome XI:CM013228.1; chromosome XII:CM013229.1; chromosome XIII:CM013230.1; chromosome XIV:CM013231.1; chromosome XV:CM013232.1; chromosome XVI:CM013233.1	NPVL01	47	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436899
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	50.243	47.7	GCA_011034545.1	-	WEUG01	15576	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711075
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	54.4622	47.7	GCA_011034205.1	-	WETS01	18787	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711060
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.4792	38.3615	GCA_001739235.1	chromosome I:CM005823.1; chromosome II:CM005824.1; chromosome III:CM005825.1; chromosome IV:CM005826.1; chromosome V:CM005827.1; chromosome VI:CM005828.1; chromosome VII:CM005829.1; chromosome VIII:CM005830.1; chromosome IX:CM005831.1; chromosome X:CM005832.1; chromosome XI:CM005833.1; chromosome XII:CM005834.1; chromosome XIII:CM005835.1; chromosome XIV:CM005836.1; chromosome XV:CM005837.1; chromosome XVI:CM005838.1	MBWV01	533	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190446
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7527	38.3637	GCA_003275755.1	chromosome I:CM012493.1; chromosome II:CM012494.1; chromosome III:CM012495.1; chromosome IV:CM012496.1; chromosome V:CM012497.1; chromosome VI:CM012498.1; chromosome VII:CM012499.1; chromosome VIII:CM012500.1; chromosome IX:CM012501.1; chromosome X:CM012502.1; chromosome XI:CM012503.1; chromosome XII:CM012504.1; chromosome XIII:CM012505.1; chromosome XIV:CM012506.1; chromosome XV:CM012507.1; chromosome XVI:CM012508.1	NPWW01	59	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436862
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	52.9898	47.5	GCA_011035975.1	-	WEXJ01	17492	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710910
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	52.1607	47.1	GCA_011035185.1	-	WEVO01	17061	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711130
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6344	38.1589	GCA_003270705.1	chromosome I:CM015768.1; chromosome II:CM015769.1; chromosome III:CM015770.1; chromosome IV:CM015771.1; chromosome V:CM015772.1; chromosome VI:CM015773.1; chromosome VII:CM015774.1; chromosome VIII:CM015775.1; chromosome IX:CM015776.1; chromosome X:CM015777.1; chromosome XI:CM015778.1; chromosome XII:CM015779.1; chromosome XIII:CM015780.1; chromosome XIV:CM015781.1; chromosome XV:CM015782.1; chromosome XVI:CM015783.1	NPQD01	43	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437038
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1418	38.2641	GCA_001741015.1	chromosome I:CM006751.1; chromosome II:CM006752.1; chromosome III:CM006753.1; chromosome IV:CM006754.1; chromosome V:CM006755.1; chromosome VI:CM006756.1; chromosome VII:CM006757.1; chromosome VIII:CM006758.1; chromosome IX:CM006759.1; chromosome X:CM006760.1; chromosome XI:CM006761.1; chromosome XII:CM006762.1; chromosome XIII:CM006763.1; chromosome XIV:CM006764.1; chromosome XV:CM006765.1; chromosome XVI:CM006766.1	MBZB01	217	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190388
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	51.8529	47	GCA_011035995.1	-	WEXI01	18218	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710909
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	51.9333	47.2	GCA_011034745.1	-	WEUM01	18766	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711085
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7824	38.2034	GCA_003275105.1	chromosome I:CM013186.1; chromosome II:CM013187.1; chromosome III:CM013188.1; chromosome IV:CM013189.1; chromosome V:CM013190.1; chromosome VI:CM013191.1; chromosome VII:CM013192.1; chromosome VIII:CM013193.1; chromosome IX:CM013194.1; chromosome X:CM013195.1; chromosome XI:CM013196.1; chromosome XII:CM013197.1; chromosome XIII:CM013198.1; chromosome XIV:CM013199.1; chromosome XV:CM013200.1; chromosome XVI:CM013201.1	NPVV01	82	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436889
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6279	38.1339	GCA_003271925.1	chromosome I:CM010161.1; chromosome II:CM010162.1; chromosome III:CM010163.1; chromosome IV:CM010164.1; chromosome V:CM010165.1; chromosome VI:CM010166.1; chromosome VII:CM010167.1; chromosome VIII:CM010168.1; chromosome IX:CM010169.1; chromosome X:CM010170.1; chromosome XI:CM010171.1; chromosome XII:CM010172.1; chromosome XIII:CM010173.1; chromosome XIV:CM010174.1; chromosome XV:CM010175.1; chromosome XVI:CM010176.1	NPSA01	57	-	-	2018/06/28	2019/03/27	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436989
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	49.5517	46.7	GCA_011035595.1	-	WEWR01	19291	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710882
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	50.4965	46.7	GCA_011035875.1	-	WEXB01	20233	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710901
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.706	38.1837	GCA_003271695.1	chromosome I:CM015462.1; chromosome II:CM015463.1; chromosome III:CM015464.1; chromosome IV:CM015465.1; chromosome V:CM015466.1; chromosome VI:CM015467.1; chromosome VII:CM015468.1; chromosome VIII:CM015469.1; chromosome IX:CM015470.1; chromosome X:CM015471.1; chromosome XI:CM015472.1; chromosome XII:CM015473.1; chromosome XIII:CM015474.1; chromosome XIV:CM015475.1; chromosome XV:CM015476.1; chromosome XVI:CM015477.1	NPRR01	68	-	-	2018/06/28	2019/03/27	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436998
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6254	38.1824	GCA_003274095.1	chromosome I:CM013633.1; chromosome II:CM013634.1; chromosome III:CM013635.1; chromosome IV:CM013636.1; chromosome V:CM013637.1; chromosome VI:CM013638.1; chromosome VII:CM013639.1; chromosome VIII:CM013640.1; chromosome IX:CM013641.1; chromosome X:CM013642.1; chromosome XI:CM013643.1; chromosome XII:CM013644.1; chromosome XIII:CM013645.1; chromosome XIV:CM013646.1; chromosome XV:CM013647.1; chromosome XVI:CM013648.1	NPTS01	58	-	-	2018/06/28	2019/01/30	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436945
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	54.036	46.8	GCA_011035765.1	-	WEWZ01	21751	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710899
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	49.9455	46.7	GCA_011036615.1	-	WEYS01	20735	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710951
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7812	38.2131	GCA_003277635.1	chromosome I:CM011205.1; chromosome II:CM011206.1; chromosome III:CM011207.1; chromosome IV:CM011208.1; chromosome V:CM011209.1; chromosome VI:CM011210.1; chromosome VII:CM011211.1; chromosome VIII:CM011212.1; chromosome IX:CM011213.1; chromosome X:CM011214.1; chromosome XI:CM011215.1; chromosome XII:CM011216.1; chromosome XIII:CM011217.1; chromosome XIV:CM011218.1; chromosome XV:CM011219.1; chromosome XVI:CM011220.1	NPXV01	71	-	-	2018/06/28	2019/01/08	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436837
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6172	38.1423	GCA_003270825.1	chromosome I:CM016168.1; chromosome II:CM016169.1; chromosome III:CM016170.1; chromosome IV:CM016171.1; chromosome V:CM016172.1; chromosome VI:CM016173.1; chromosome VII:CM016174.1; chromosome VIII:CM016175.1; chromosome IX:CM016176.1; chromosome X:CM016177.1; chromosome XI:CM016178.1; chromosome XII:CM016179.1; chromosome XIII:CM016180.1; chromosome XIV:CM016181.1; chromosome XV:CM016182.1; chromosome XVI:CM016183.1	NPPL01	64	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437056
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	49.825	46.6	GCA_011035785.1	-	WEWY01	22139	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710895
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	63.082	49.9	GCA_011033665.1	-	WESS01	27789	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711017
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7714	38.18	GCA_003277095.1	chromosome I:CM011865.1; chromosome II:CM011866.1; chromosome III:CM011867.1; chromosome IV:CM011868.1; chromosome V:CM011869.1; chromosome VI:CM011870.1; chromosome VII:CM011871.1; chromosome VIII:CM011872.1; chromosome IX:CM011873.1; chromosome X:CM011874.1; chromosome XI:CM011875.1; chromosome XII:CM011876.1; chromosome XIII:CM011877.1; chromosome XIV:CM011878.1; chromosome XV:CM011879.1; chromosome XVI:CM011880.1	NPYG01	65	-	-	2018/06/28	2019/01/08	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436826
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6147	38.1448	GCA_003270335.1	chromosome I:CM016136.1; chromosome II:CM016137.1; chromosome III:CM016138.1; chromosome IV:CM016139.1; chromosome V:CM016140.1; chromosome VI:CM016141.1; chromosome VII:CM016142.1; chromosome VIII:CM016143.1; chromosome IX:CM016144.1; chromosome X:CM016145.1; chromosome XI:CM016146.1; chromosome XII:CM016147.1; chromosome XIII:CM016148.1; chromosome XIV:CM016149.1; chromosome XV:CM016150.1; chromosome XVI:CM016151.1	NPPH01	50	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437060
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	51.8325	46.8	GCA_011036655.1	-	WEYW01	23318	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710958
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	55.176	48.8	GCA_011426355.1	-	WILF01	24937	-	-	2020/03/18	2020/03/18	Scaffold	Cook Lab - University of California at Davis	SAMN07711020
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6363	38.1407	GCA_003270765.1	chromosome I:CM010113.1; chromosome II:CM010114.1; chromosome III:CM010115.1; chromosome IV:CM010116.1; chromosome V:CM010117.1; chromosome VI:CM010118.1; chromosome VII:CM010119.1; chromosome VIII:CM010120.1; chromosome IX:CM010121.1; chromosome X:CM010122.1; chromosome XI:CM010123.1; chromosome XII:CM010124.1; chromosome XIII:CM010125.1; chromosome XIV:CM010126.1; chromosome XV:CM010127.1; chromosome XVI:CM010128.1	NPPD01	55	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437064
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.708	38.1674	GCA_003276295.1	chromosome I:CM012701.1; chromosome II:CM012702.1; chromosome III:CM012703.1; chromosome IV:CM012704.1; chromosome V:CM012705.1; chromosome VI:CM012706.1; chromosome VII:CM012707.1; chromosome VIII:CM012708.1; chromosome IX:CM012709.1; chromosome X:CM012710.1; chromosome XI:CM012711.1; chromosome XII:CM012712.1; chromosome XIII:CM012713.1; chromosome XIV:CM012714.1; chromosome XV:CM012715.1; chromosome XVI:CM012716.1	NPVC01	61	-	-	2018/06/28	2019/01/14	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436908
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	51.1243	47.1	GCA_011034965.1	-	WEVD01	23250	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711109
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	50.4564	47.4	GCA_011034455.1	-	WETY01	23533	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711066
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3614	38.3758	GCA_001741695.1	chromosome I:CM007103.1; chromosome II:CM007104.1; chromosome III:CM007105.1; chromosome IV:CM007106.1; chromosome V:CM007107.1; chromosome VI:CM007108.1; chromosome VII:CM007109.1; chromosome VIII:CM007110.1; chromosome IX:CM007111.1; chromosome X:CM007112.1; chromosome XI:CM007113.1; chromosome XII:CM007114.1; chromosome XIII:CM007115.1; chromosome XIV:CM007116.1; chromosome XV:CM007117.1; chromosome XVI:CM007118.1	MBZX01	341	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190366
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7491	38.0045	GCA_003277485.1	chromosome I:CM011317.1; chromosome II:CM011318.1; chromosome III:CM011319.1; chromosome IV:CM011320.1; chromosome V:CM011321.1; chromosome VI:CM011322.1; chromosome VII:CM011323.1; chromosome VIII:CM011324.1; chromosome IX:CM011325.1; chromosome X:CM011326.1; chromosome XI:CM011327.1; chromosome XII:CM011328.1; chromosome XIII:CM011329.1; chromosome XIV:CM011330.1; chromosome XV:CM011331.1; chromosome XVI:CM011332.1	NPYW01	53	-	-	2018/06/28	2018/11/28	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436810
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	52.7393	47.5	GCA_011033645.1	-	WEST01	25995	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07711018
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	52.0938	49.3	GCA_011424625.1	-	WIKZ01	25892	-	-	2020/03/18	2020/03/18	Scaffold	Cook Lab - University of California at Davis	SAMN07711042
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.7573	38.1376	GCA_003270535.1	chromosome I:CM016248.1; chromosome II:CM016249.1; chromosome III:CM016250.1; chromosome IV:CM016251.1; chromosome V:CM016252.1; chromosome VI:CM016253.1; chromosome VII:CM016254.1; chromosome VIII:CM016255.1; chromosome IX:CM016256.1; chromosome X:CM016257.1; chromosome XI:CM016258.1; chromosome XII:CM016259.1; chromosome XIII:CM016260.1; chromosome XIV:CM016261.1; chromosome XV:CM016262.1; chromosome XVI:CM016263.1	NPPS01	98	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437049
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.8104	38.1837	GCA_003276865.1	chromosome I:CM011993.1; chromosome II:CM011994.1; chromosome III:CM011995.1; chromosome IV:CM011996.1; chromosome V:CM011997.1; chromosome VI:CM011998.1; chromosome VII:CM011999.1; chromosome VIII:CM012000.1; chromosome IX:CM012001.1; chromosome X:CM012002.1; chromosome XI:CM012003.1; chromosome XII:CM012004.1; chromosome XIII:CM012005.1; chromosome XIV:CM012006.1; chromosome XV:CM012007.1; chromosome XVI:CM012008.1	NPXT01	71	-	-	2018/06/28	2019/01/08	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07436839
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	49.0482	46.5	GCA_011037735.1	-	WEYX01	27833	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710964
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	52.0668	48.7	GCA_011428085.1	-	WILG01	28349	-	-	2020/03/18	2020/03/18	Scaffold	Cook Lab - University of California at Davis	SAMN07711002
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3636	38.3073	GCA_001740925.1	chromosome I:CM006719.1; chromosome II:CM006720.1; chromosome III:CM006721.1; chromosome IV:CM006722.1; chromosome V:CM006723.1; chromosome VI:CM006724.1; chromosome VII:CM006725.1; chromosome VIII:CM006726.1; chromosome IX:CM006727.1; chromosome X:CM006728.1; chromosome XI:CM006729.1; chromosome XII:CM006730.1; chromosome XIII:CM006731.1; chromosome XIV:CM006732.1; chromosome XV:CM006733.1; chromosome XVI:CM006734.1	MBZA01	373	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190389
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.7425	38.3777	GCA_001738955.1	chromosome I:CM005647.1; chromosome II:CM005648.1; chromosome III:CM005649.1; chromosome IV:CM005650.1; chromosome V:CM005651.1; chromosome VI:CM005652.1; chromosome VII:CM005653.1; chromosome VIII:CM005654.1; chromosome IX:CM005655.1; chromosome X:CM005656.1; chromosome XI:CM005657.1; chromosome XII:CM005658.1; chromosome XIII:CM005659.1; chromosome XIV:CM005660.1; chromosome XV:CM005661.1; chromosome XVI:CM005662.1	MBWL01	787	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190456
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	52.926	49.5	GCA_011426335.1	-	WILD01	28859	-	-	2020/03/18	2020/03/18	Scaffold	Cook Lab - University of California at Davis	SAMN07711025
Fusarium oxysporum	5507	PRJNA412392	412392	Fungi	Ascomycetes	46.0618	45.8	GCA_011035645.1	-	WEWP01	27775	-	-	2020/02/27	2020/02/27	Scaffold	Cook Lab - University of California at Davis	SAMN07710875
Saccharomyces cerevisiae	4932	PRJNA396809	396809	Fungi	Ascomycetes	11.6762	38.1675	GCA_003271135.1	chromosome I:CM015960.1; chromosome II:CM015961.1; chromosome III:CM015962.1; chromosome IV:CM015963.1; chromosome V:CM015964.1; chromosome VI:CM015965.1; chromosome VII:CM015966.1; chromosome VIII:CM015967.1; chromosome IX:CM015968.1; chromosome X:CM015969.1; chromosome XI:CM015970.1; chromosome XII:CM015971.1; chromosome XIII:CM015972.1; chromosome XIV:CM015973.1; chromosome XV:CM015974.1; chromosome XVI:CM015975.1	NPQN01	57	-	-	2018/06/28	2019/04/15	Chromosome	Institute Of Microbiology Chinese Academy of Sciences	SAMN07437028
